etf.com_names,Ticker_names,investing_names,details
"Nippon Seiki Co., Ltd.",7287,Nippon Seiki Co Ltd,Stock - Tokyo equities
"Nippon Seisen Co., Ltd.",5659,Nippon Seisen Co Ltd,Stock - Tokyo equities
"Nippon Shinyaku Co., Ltd.",4516,Nippon Shinyaku Co Ltd,Stock - Tokyo equities
"Nippon Shokubai Co., Ltd.",4114,Nippon Shokubai Co Ltd,Stock - Tokyo equities
"Nippon Soda Co., Ltd.",4041,"Nippon Soda Co., Ltd.",Stock - Tokyo equities
"Nippon Suisan Kaisha, Ltd.",1332,"Nippon Suisan Kaisha, Ltd.",Stock - Tokyo equities
Nippon Telegraph and Telephone Corporation,None,None,None
"Nippon Thompson Co., Ltd.",6480,Nippon Thompson Co Ltd,Stock - Tokyo equities
"Nippon Yakin Kogyo Co., Ltd.",5480,Nippon Yakin Kogyo Co Ltd,Stock - Tokyo equities
Nippon Yusen Kabushiki Kaisha,NPNYY,Nippon Yusen Kabushiki Kaisha,Stock - OTC Markets equities
Nipro Corporation,None,None,None
"Nishimatsu Construction Co., Ltd.",None,None,None
"Nishimatsuya Chain Co., Ltd.",7545,Nishimatsuya Chain Co Ltd,Stock - Tokyo equities
"Nishio Rent All Co., Ltd.",9699,Nishio Rent All Co Ltd,Stock - Tokyo equities
Nissan Chemical Corporation,None,None,None
"Nissan Motor Co., Ltd.",7201,"Nissan Motor Co., Ltd.",Stock - Tokyo equities
Nissha Co.Ltd.,None,None,None
Nisshin Seifun Group Inc.,2002,Nisshin Seifun Group Inc.,Stock - Tokyo equities
Nisshinbo Holdings Inc.,3105,Nisshinbo Holdings Inc.,Stock - Tokyo equities
"Nissin Electric Co., Ltd.",6641,Nissin Electric Co Ltd,Stock - Tokyo equities
"Nissin Foods Holdings Co., Ltd.",2897,Nissin Foods Holdings Co Ltd,Stock - Tokyo equities
"Nitori Holdings Co., Ltd.",9843,Nitori Holdings Co Ltd,Stock - Tokyo equities
Nitta Corporation,None,None,None
"Nittetsu Mining Co., Ltd.",None,None,None
Nitto Denko Corp.,NDEKY,Nitto Denko Corp,Stock - OTC Markets equities
Nitto Kogyo Corporation,None,None,None
"Nittoc Construction Co., Ltd.",None,None,None
Niu Technologies Sponsored ADR Class A,None,None,None
"Nkarta, Inc.",NKTX,Nkarta Inc,Stock - NASDAQ equities
Noah Holdings Ltd. Sponsored ADR Class A,None,None,None
Nobia AB,NBIAY,Nobia AB ADR,Stock - OTC Markets equities
Noble Corporation,None,None,None
"Noble Development Public Co., Ltd. NVDR",None,None,None
Nocturne Acquisition Corp. Units Cons of 1 Shs A + 1 Rt,None,None,None
Nojima Co Ltd,None,None,None
Nokia Oyj,NOKIA,Nokia Oyj,Stock - Helsinki equities
Nokia Oyj Sponsored ADR,None,None,None
Nokian Renkaat Oyj,TYRES,Nokian Renkaat Oyj,Stock - Helsinki equities
Nolato AB Class B,None,None,None
Nomad Foods Ltd.,NOMD,Nomad Foods Ltd,Stock - NYSE equities
"Nomura Holdings, Inc.",NMR,Nomura Holdings Inc ADR,Stock - NYSE equities
"Nomura Holdings, Inc. Sponsored ADR",None,None,None
"Nomura Micro Science Co., Ltd.",6254,Nomura Micro Science Co Ltd,Stock - Tokyo equities
"Nomura Real Estate Holdings, Inc.",None,None,None
"Nomura Real Estate Master Fund, Inc.",3462,Nomura Real Estate Master Fund Inc,Stock - Tokyo equities
"Nomura Research Institute,Ltd.",4307,Nomura Research Institute Ltd,Stock - Tokyo equities
"Nongfu Spring Co., Ltd. Class H",None,None,None
Noodles & Co. Class A,NDLS,Noodles & Company,Stock - NASDAQ equities
Nordea Bank Abp,NRDBY,Nordea Bank Abp ADR,Stock - OTC Markets equities
Nordex SE,NDXG,Nordex SE O.N.,Stock - Xetra equities
Nordic American Tankers Limited,NAT,Nordic American Tankers Limited,Stock - NYSE equities
Nordic Entertainment Group AB Class B,NENTb,Nordic Entertainment Group AB Class B,Stock - Stockholm equities
Nordic Semiconductor ASA,NDCVF,Nordic Semiconductor ASA,Stock - OTC Markets equities
Nordnet AB,SAVE,Nordnet AB,Stock - Stockholm equities
Nordson Corporation,NDSN,Nordson Corporation,Stock - NASDAQ equities
"Nordstrom, Inc.",JWN,Nordstrom Inc,Stock - NYSE equities
Norfolk Southern Corporation,NSC,Norfolk Southern Corporation,Stock - NYSE equities
"Noritake Co.,Limited",None,None,None
"Noritsu Koki Co., Ltd.",7744,Noritsu Koki Co Ltd,Stock - Tokyo equities
Noritz Corporation,None,None,None
Norsk Hydro ASA,NHYDY,Norsk Hydro ASA ADR,Stock - OTC Markets equities
Nortech Systems Incorporated,NSYS,Nortech Systems Incorporated,Stock - NASDAQ equities
North American Construction Group Ltd.,NOA,North American Construction Group Ltd,Stock - Toronto equities
"North Industries Group Red Arrow Co., Ltd. Class A",None,None,None
"North Pacific Bank, Ltd.",8524,North Pacific Bank Ltd,Stock - Tokyo equities
North West Company Inc.,NWC,North West Company Inc,Stock - Toronto equities
NorthEast Community Bancorp Inc,NECB,Northeast Community Bancorp Inc,Stock - NASDAQ equities
NorthWest Healthcare Properties Real Estate Investment Trust,None,None,None
NorthWestern Corporation,NWE,NorthWestern Corporation,Stock - NASDAQ equities
Northam Platinum Holdings Limited,None,None,None
Northeast Bank,None,None,None
Northern Data AG,NB2,Northern Data AG,Stock - Xetra equities
"Northern Oil and Gas, Inc.",NOG,Northern Oil & Gas Inc,Stock - NYSE equities
Northern Star Resources Ltd,NST,Northern Star Resources Ltd,Stock - Sydney equities
Northern Technologies International Corporation,None,None,None
Northern Trust Corporation,NTRS,Northern Trust Corporation,Stock - NASDAQ equities
"Northfield Bancorp, Inc.",NFBK,Northfield Bancorp Inc,Stock - NASDAQ equities
Northland Power Inc.,NPI,Northland Power Inc.,Stock - Toronto equities
"Northrim BanCorp, Inc.",NRIM,Northrim BanCorp Inc,Stock - NASDAQ equities
Northrop Grumman Corporation,NOC,Northrop Grumman Corporation,Stock - NYSE equities
"Northwest Bancshares, Inc.",NWBI,Northwest Bancshares Inc,Stock - NASDAQ equities
Northwest Natural Holding Co.,None,None,None
Northwest Pipe Company,NWPX,Northwest Pipe Company,Stock - NASDAQ equities
NortonLifeLock Inc.,NLOK,NortonLifeLock Inc,Stock - NASDAQ equities
Norway Royal Salmon ASA,0P3N,Norway Royal Salmon ASA,Stock - London equities
Norwegian Cruise Line Holdings Ltd.,NCLH,Norwegian Cruise Line Holdings Ltd,Stock - NYSE equities
Norwood Financial Corp.,NWFL,Norwood Financial Corp,Stock - NASDAQ equities
Nouveau Monde Graphite Inc,NMG,Nouveau Monde Graphite Inc,Stock - NYSE equities
Nova Cannabis Inc,NOVC,Nova Cannabis Inc,Stock - Toronto equities
Nova Ltd.,NOIN,Novartis India Ltd,Stock - BSE equities
Novacyt SAS,None,None,None
Novagold Resources Inc,NG,NovaGold Resources Inc,Stock - NYSE equities
Novanta Inc,NOVT,Novanta Inc,Stock - NASDAQ equities
Novartis AG,NVS,Novartis AG ADR,Stock - NYSE equities
Novartis AG Sponsored ADR,None,None,None
Novatek Microelectronics Corp.,3034,Novatek Microelectronics Corp,Stock - Taiwan equities
"Novavax, Inc.",NVAX,Novavax Inc,Stock - NASDAQ equities
Novo Nordisk A/S Class B,NOVOb,Novo Nordisk A/S Class B,Stock - Copenhagen equities
Novo Nordisk A/S Sponsored ADR Class B,None,None,None
NovoCure Ltd.,NVCR,Novocure Ltd,Stock - NASDAQ equities
Novolipetsk Steel,NLMKq,Novolipetsk Steel PAO DRC,Stock - London equities
Novolipetsk Steel Sponsored GDR RegS,None,None,None
Novozymes A/S Class B,None,None,None
Nu Holdings Ltd. Class A,None,None,None
"Nu Skin Enterprises, Inc. Class A",None,None,None
NuStar Energy L.P.,None,None,None
NuStar Energy L.P. Cum Conv Red Perp Pfd Units Series B,None,None,None
NuStar Energy LP Cum Conv Perp Red Pfd Registered Shs Series C,None,None,None
NuStar Energy LP Cum Red Perp Pfd Units Series A,None,None,None
"NuVasive, Inc.",NUVA,NuVasive Inc,Stock - NASDAQ equities
Nuance Communications Incorporated,None,None,None
Nucor Corporation,NUE,Nucor Corp,Stock - NYSE equities
Nufarm Limited,None,None,None
Nuh Cimento Sanayi A.S.,None,None,None
Nuix Ltd.,NXL,Nuix Ltd,Stock - Sydney equities
Numinus Wellness Inc,NUMI,Numinus Wellness Inc,Stock - Toronto equities
"Nurix Therapeutics, Inc.",NRIX,Nurix Therapeutics Inc,Stock - NASDAQ equities
"Nutanix, Inc. Class A",None,None,None
Nutrien Ltd.,NTR,Nutrien Ltd,Stock - NYSE equities
"Nuvalent, Inc. Class A",None,None,None
Nuvation Bio Inc Class A,None,None,None
Nuvei Corporation,None,None,None
Nuvoton Technology Corporation,None,None,None
Nuvve Holding Corp.,NVVE,Nuvve Holding Corp,Stock - NASDAQ equities
Nyfosa AB,NYFO,Nyfosa AB,Stock - Stockholm equities
Nyquest Technology Co Ltd,6494,Nyquest Technology Co Ltd,Stock - TPEX equities
"O'Reilly Automotive, Inc.",ORLY,O’Reilly Automotive Inc,Stock - NASDAQ equities
O.Y. NOFAR ENERGY LTD,None,None,None
O2Micro International Limited Sponsored ADR,None,None,None
"OBIC Co., Ltd.",4684,Obic Co Ltd,Stock - Tokyo equities
OC Oerlikon Corporation AG,OERLY,OC Oerlikon Corporation AG Pfaeffikon ADR,Stock - OTC Markets equities
OCI NV,OCI,OCI NV,Stock - Amsterdam equities
ODP Corporation,None,None,None
OFG Bancorp,OFG,OFG Bancorp,Stock - NYSE equities
"OFILM Group Co., Ltd. Class A",None,None,None
OFX Group Ltd.,OFX,OFX Group Ltd,Stock - Sydney equities
OGE Energy Corp.,OGE,OGE Energy Corporation,Stock - NYSE equities
OKAMURA CORP,7994,Okamura Corp,Stock - Tokyo equities
"OKI Electric Industry Company, Limited",None,None,None
"OLB Group, Inc.",OLB,OLB Group Inc,Stock - NASDAQ equities
OMRON Corporation,None,None,None
OMV AG,OMVKY,OMV AG PK,Stock - OTC Markets equities
ON Semiconductor Corporation,ON,ON Semiconductor Corporation,Stock - NASDAQ equities
"ON24, Inc.",ONTF,ON24 Inc,Stock - NYSE equities
"ONE Gas, Inc.",OGS,One Gas Inc,Stock - NYSE equities
"ONE Group Hospitality, Inc.",STKS,One Group Hospitality Inc,Stock - NASDAQ equities
"ONEOK, Inc.",OKE,ONEOK Inc,Stock - NYSE equities
"ONO Pharmaceutical Co., Ltd.",OPHLY,Ono Pharmaceutical Co Ltd,Stock - OTC Markets equities
OP Bancorp,OPBK,OP Bancorp,Stock - NASDAQ equities
"OPKO Health, Inc.",OPK,Opko Health Inc,Stock - NASDAQ equities
OPTEX GROUP Company Limited,None,None,None
OPTIONS,OPMG,Options Media Group,Stock - OTC Markets equities
OPTOTECH CORPORATION,None,None,None
ORIC Pharmaceuticals Inc,ORIC,Oric Pharmaceuticals Inc,Stock - NASDAQ equities
ORIENT SECURITIES CO LTD Class A,None,None,None
ORION CORP.,ORIA,Orion Biotech Opportunities Corp,Stock - NASDAQ equities
ORIOR AG,ORON,Orior AG,Stock - Switzerland equities
ORIX Corporation,IX,Orix Corp Ads,Stock - NYSE equities
ORIX Corporation Sponsored ADR,None,None,None
ORIX JREIT Inc.,8954,Orix JREIT Inc,Stock - Tokyo equities
"OSAKA SODA CO.,LTD.",4046,Osaka Soda Co Ltd,Stock - Tokyo equities
OSB Group PLC,OSBO,OSB Group PLC,Stock - London equities
"OSI Systems, Inc.",OSIS,OSI Systems Inc,Stock - NASDAQ equities
OTP Bank Nyrt,OTPBq,OTP Bank Nyrt DRC,Stock - London equities
OUE Commercial Real Estate Investment Trust,None,None,None
OUE Ltd.,OVES,OUE Ltd,Stock - Singapore equities
OUTFRONT Media Inc.,OUT,Outfront Media Inc,Stock - NYSE equities
OVS SpA,OVS,OVS SPA,Stock - Milan equities
OYO Corporation,None,None,None
OZ Minerals Limited,None,None,None
"Oak Street Health, Inc.",OSH,Oak Street Health Inc,Stock - NYSE equities
Oak Valley Bancorp,OVLY,Oak Valley Bancorp,Stock - NASDAQ equities
Oakley Capital Investments Limited,None,None,None
Oaktree Capital Group LLC Non Cum Red Perp Pfd Registered Units Series A,None,None,None
Oaktree Specialty Lending Corporation,None,None,None
Oasis Petroleum Inc,OAS,Oasis Petroleum Inc,Stock - NASDAQ equities
Oatly Group AB Sponsored ADR,None,None,None
Obara Group Incorporated,None,None,None
Obayashi Corporation,None,None,None
ObsEva SA,OBSV,ObsEva SA,Stock - NASDAQ equities
Obsidian Energy Ltd,OBE,Obsidian Energy Ltd,Stock - Toronto equities
Ocado Group PLC,OCDO,Ocado Group PLC,Stock - London equities
Occidental Petroleum Corporation,OXY,Occidental Petroleum Corporation,Stock - NYSE equities
"Ocean Power Technologies, Inc.",OPTT,Ocean Power Technologies Inc,Stock - NYSE equities
"Ocean's King Lighting Science & Technology Co., Ltd. Class A",None,None,None
OceanFirst Financial Corp.,OCFC,OceanFirst Financial Corp,Stock - NASDAQ equities
Oceana Group Limited,None,None,None
OceanaGold Corporation,OGC,OceanaGold Corporation,Stock - Toronto equities
"Oceaneering International, Inc.",OII,Oceaneering International Inc,Stock - NYSE equities
Oceania Healthcare Ltd.,OCA,Oceania Healthcare Ltd,Stock - Sydney equities
Ocugen Inc,OCGN,"Ocugen, Inc",Stock - NASDAQ equities
Ocular Therapeutix Inc,OCUL,Ocular Therapeutix Inc,Stock - NASDAQ equities
Ocwen Financial Corporation,OCN,Ocwen Financial Corporation,Stock - NYSE equities
"Odakyu Electric Railway Co., Ltd.",9007,"Odakyu Electric Railway Co., Ltd.",Stock - Tokyo equities
Odfjell Drilling Ltd.,ODLO,Odfjell Drilling Ltd,Stock - Oslo equities
"Offcn Education Technology Co., Ltd. Class A",None,None,None
Offerpad Solutions Inc Class A,None,None,None
Office Properties Income Trust,OPI,Office Properties Income Trust,Stock - NASDAQ equities
"Offshore Oil Engineering Co., Ltd. Class A",None,None,None
"Ogaki Kyoritsu Bank, Ltd.",8361,Ogaki Kyoritsu Bank Ltd,Stock - Tokyo equities
Ohio Valley Banc Corp.,OVBC,Ohio Valley Banc Corp,Stock - NASDAQ equities
Oil & Natural Gas Corp. Ltd.,LCO,Brent Oil Futures,Commodity - ICE commodity
Oil India Limited,None,None,None
Oil Refineries Ltd.,ORL,Bazan Oil Refineries Ltd,Stock - Tel Aviv equities
"Oil States International, Inc.",OIS,Oil States International Inc,Stock - NYSE equities
Oil company LUKOIL PJSC,None,None,None
Oil company LUKOIL PJSC Sponsored ADR,None,None,None
Oji Holdings Corp.,3861,Oji Holdings Corp.,Stock - Tokyo equities
"Okamoto Machine Tool Works,Ltd.",6125,Okamoto Machine Tool Works Ltd,Stock - Tokyo equities
"Okinawa Financial Group, Inc.",7350,Okinawa financial Group Inc,Stock - Tokyo equities
"Okta, Inc. Class A",None,None,None
Okumura Corporation,None,None,None
"Okuwa Co., Ltd.",8217,Okuwa Co Ltd,Stock - Tokyo equities
Olam International Limited,OLAM,Olam International Limited,Stock - Singapore equities
"Olaplex Holdings, Inc.",OLPX,Olaplex Holdings Inc,Stock - NASDAQ equities
"Old Dominion Freight Line, Inc.",ODFL,Old Dominion Freight Line Inc,Stock - NASDAQ equities
Old Mutual Ltd.,OMU,Old Mutual Ltd,Stock - London equities
Old National Bancorp,ONB,Old National Bancorp,Stock - NASDAQ equities
Old Republic International Corporation,None,None,None
"Old Second Bancorp, Inc.",OSBC,Old Second Bancorp Inc,Stock - NASDAQ equities
Olectra Greentech Limited,None,None,None
"Olema Pharmaceuticals, Inc.",OLMA,Olema Pharmaceuticals Inc,Stock - NASDAQ equities
Olin Corporation,OLN,Olin Corporation,Stock - NYSE equities
Olink Holding AB Sponsored ADR,None,None,None
Ollie's Bargain Outlet Holdings Inc,None,None,None
"Olo, Inc. Class A",None,None,None
Olympic Group Corporation,None,None,None
"Olympic Steel, Inc.",ZEUS,Olympic Steel Inc,Stock - NASDAQ equities
Olympus Corp.,7733,Olympus Corp.,Stock - Tokyo equities
Omega Energia SA,MEGA3,Omega Energia SA,Stock - BM&FBovespa equities
"Omega Flex, Inc.",OFLX,Omega Flex Inc,Stock - NASDAQ equities
"Omega Healthcare Investors, Inc.",OHI,Omega Healthcare Investors Inc,Stock - NYSE equities
"Omega Therapeutics, Inc.",OMGA,Omega Therapeutics Inc,Stock - NASDAQ equities
Omeros Corporation,OMER,Omeros Corporation,Stock - NASDAQ equities
Omnia Holdings Limited,None,None,None
"Omnicell, Inc.",OMCL,Omnicell Inc,Stock - NASDAQ equities
Omnicom Group Inc,OMC,Omnicom Group Inc,Stock - NYSE equities
On Holding AG Class A,None,None,None
Oncocyte Corporation,None,None,None
"Oncorus, Inc.",ONCR,Oncorus Inc,Stock - NASDAQ equities
"Oncternal Therapeutics, Inc.",ONCT,Oncternal Therapeutics Inc,Stock - NASDAQ equities
One 97 Communications Ltd.,PAYT,One 97 Communications Ltd,Stock - NSE equities
"One Liberty Properties, Inc.",OLP,One Liberty Properties Inc,Stock - NYSE equities
One REIT. Inc.,3290,One REIT Inc,Stock - Tokyo equities
One Software Technologies Ltd.,ONE,One Software Technologies Ltd,Stock - Tel Aviv equities
OneConnect Financial Technology Co Ltd Sponsored ADR,None,None,None
"OneMain Holdings, Inc.",OMF,OneMain Holdings Inc,Stock - NYSE equities
OneSpaWorld Holdings Ltd.,OSW,OneSpaWorld Holdings Ltd,Stock - NASDAQ equities
OneSpan Inc.,OSPN,OneSpan Inc,Stock - NASDAQ equities
OneWater Marine Inc Class A,None,None,None
"Oneness Biotech Co., Ltd.",4743,Oneness Biotech Co Ltd,Stock - TPEX equities
Onex Corporation,None,None,None
"Onoken Co., Ltd.",7414,Onoken Co Ltd,Stock - Tokyo equities
"Onto Innovation, Inc.",ONTO,Onto Innovation Inc,Stock - NYSE equities
"Ontrak, Inc.",OTRK,Ontrak Inc,Stock - NASDAQ equities
Ooma Inc,OOMA,Ooma Inc,Stock - NYSE equities
Ooredoo Q.P.S.C,None,None,None
Open House Group Co. Ltd,None,None,None
Open Lending Corporation Class A,None,None,None
Open Text Corporation,None,None,None
Opendoor Technologies Inc,OPEN,Opendoor Technologies Inc,Stock - NASDAQ equities
"Opiant Pharmaceuticals, Inc.",OPNT,Opiant Pharmaceuticals Inc,Stock - NASDAQ equities
Oportun Financial Corp.,OPRT,Oportun Financial Corp,Stock - NASDAQ equities
"Oppein Home Group, Inc. Class A",None,None,None
Oppenheimer Holdings Inc. Class A,None,None,None
"OptiNose, Inc.",None,None,None
Optical Cable Corporation,OCC,Optical Cable Corporation,Stock - NASDAQ equities
OptimizeRx Corporation,None,None,None
"OptimumBank Holdings, Inc.",OPHC,OptimumBank Holdings Inc,Stock - NASDAQ equities
Option Care Health Inc,OPCH,Option Care Health Inc,Stock - NASDAQ equities
"OraSure Technologies, Inc.",OSUR,OraSure Technologies Inc,Stock - NASDAQ equities
Oracle Corporation,ORCL,Oracle Corporation,Stock - NYSE equities
Oracle Corporation Japan,None,None,None
Oracle Financial Services Software Limited,None,None,None
Oramed Pharmaceuticals Inc.,ORMP,Oramed Pharmaceuticals Inc,Stock - NASDAQ equities
Orange Belgium SA,OBEL,Orange Belgium SA,Stock - Brussels equities
Orange Polska S.A.,None,None,None
Orange SA,ORAN,Orange SA ADR,Stock - NYSE equities
Orange SA Sponsored ADR,None,None,None
Orbia Advance Corp. SAB de CV,ORBIA,Orbia Advance Corporation SAB de CV,Stock - Mexico equities
"Orbital Energy Group, Inc.",OEG,Orbital Energy Group Inc,Stock - NASDAQ equities
Orchard Therapeutics Plc Sponsored ADR,None,None,None
"Orchid Island Capital, Inc.",None,None,None
Orexo AB,ORXOY,Orexo AB ADR,Stock - OTC Markets equities
OrganiGram Holdings Inc,OGI,OrganiGram Holdings Inc,Stock - Toronto equities
Organo Corp.,6368,Organo Corp,Stock - Tokyo equities
"Organogenesis Holdings, Inc. Class A",None,None,None
Organon & Co.,OGN,Organon & Co,Stock - NYSE equities
"Organovo Holdings, Inc.",ONVO,Organovo Holdings Inc,Stock - NASDAQ equities
Orgenesis Inc.,ORGS,Orgenesis Inc,Stock - NASDAQ equities
Orica Limited,None,None,None
Orient Cement Ltd.,ORCE,Orient Cement Ltd,Stock - NSE equities
Orient Corporation,None,None,None
Orient Electric Ltd.,ONTE,Orient Electric Ltd,Stock - NSE equities
Orient Overseas (International) Limited,None,None,None
"Orient Semiconductor Electronics, Limited",None,None,None
"Oriental Land Co., Ltd.",4661,Oriental Land Co Ltd,Stock - Tokyo equities
Oriental Shiraishi Corporation,None,None,None
Oriental Watch Holdings Limited,None,None,None
"Origin Bancorp, Inc.",OBNK,Origin Bancorp Inc,Stock - NASDAQ equities
Origin Energy Limited,None,None,None
Origin Enterprises Plc,OGN,Origin Enterprises Plc,Stock - London equities
"Origin Materials, Inc.",ORGN,Origin Materials Inc,Stock - NASDAQ equities
Origin Property Public Company Ltd NVDR,None,None,None
"Orion Energy Systems, Inc.",OESX,Orion Energy Systems Inc,Stock - NASDAQ equities
Orion Engineered Carbons SA,OEC,Orion Engineered Carbons SA,Stock - NYSE equities
"Orion Group Holdings, Inc.",ORN,Orion Group Holdings Inc,Stock - NYSE equities
