Symbol,Name,marketCap
INZY,Inozyme Pharma Inc,170149200.0
HTBX,Heat Biologics Inc,68335416.0
FONR,Fonar Corp,111119328.0
AGFS,AgroFresh Solutions Inc,97884592.0
FBIZ,First Business Financial Services Inc,280319936.0
VWTR,Vidler Water Resources Inc,213059280.0
FET,Forum Energy Technologies Inc,105769424.0
ASYS,Amtech Systems Inc,119912776.0
ATNM,Actinium Pharmaceuticals Inc,110814928.0
LIFE,aTyr Pharma Inc,143400000.0
HSON,Hudson Global Inc,83385760.0
AAOI,Applied Optoelectronics Inc,99363264.0
HURC,Hurco Companies Inc,215205952.0
JAQC,Jupiter Acquisition Corp,194856000.0
FARM,Farmer Bros Co,104509336.0
ACNB,ACNB Corp,278850880.0
BRID,Bridgford Foods Corp,100389744.0
BCLI,Brainstorm Cell Therapeutics Inc,109922336.0
SRRA,Sierra Oncology Inc,464446752.0
AXR,AMREP Corp,93245264.0
SHCR,Sharecare Inc Class A,1047614976.0
STSA,Satsuma Pharmaceuticals Inc,161430528.0
WSTG,Wayside Technology Group Inc,133810152.0
SGMA,SigmaTron International Inc,37661688.0
DIT,AMCON Distributing Co,95256864.0
WYY,WidePoint Corp,38288848.0
SNRHU,Senior Connect Acquisition I Units,
WVVIP,Willamette Valley Vineyards Redeemable Pref Shs Series A,40455432.0
SRTS,Sensus Healthcare Inc,
BWMN,Bowman Consulting Group Ltd,184490560.0
SWKH,SWK Holdings Corp,234540112.0
CSPI,CSP Inc,35155680.0
IMBIL,iMedia Brands 8 5 Senior Notes Due 2026,
METCL,Ramaco Resources 9 00 Senior Notes due 2026,
CVV,CVD Equipment Corp,30093480.0
RDBX,Redbox Entertainment Inc Class A,96702008.0
XSPA,XpresSpa Group Inc,128907640.0
SAL,Salisbury Bancorp Inc,157422112.0
SANW,S&W Seed Co,86334672.0
RBCN,Rubicon Technology Inc,22060034.0
CFFI,C&F Financial Corp,
SIF,SIFCO Industries Inc,36402668.0
SBFG,SB Financial Group Inc,135370176.0
SMHI,SEACOR Marine Holdings Inc,101158744.0
APT,Alpha Pro Tech Ltd,58090236.0
USAP,Universal Stainless & Alloy Products Inc,83036072.0
AHPI,Allied Healthcare Products Inc,13084140.0
TLK,Telkom Indonesia (Persero) Tbk PT ADR Series B,30441482240.0
UBOH,United Bancshares Inc,104813760.0
AP,Ampco-Pittsburgh Corp,114562800.0
AAMC,Altisource Asset Management Corp,36794524.0
ALYA,Alithya Group Inc Class A,244909472.0
AATC,Autoscope Technologies Corp,39727568.0
TAIT,Taitron Components Inc Class A,20590292.0
ASUR,Asure Software Inc,142774784.0
TGA,TransGlobe Energy Corp,241565168.0
ARKR,Ark Restaurants Corp,59311056.0
AGTC,Applied Genetic Technologies Corp,105015824.0
TZOO,Travelzoo,115230832.0
APTX,Aptinyx Inc,224816112.0
TC,TuanChe Ltd ADR,43263312.0
TRT,Trio-Tech International,26821722.0
TPHS,Trinity Place Holdings Inc,66639464.0
TREC,Trecora Resources,213765024.0
TRMR,Tremor International Ltd ADR,1106949120.0
TRIN,Trinity Capital Inc,475301376.0
TSBK,Timberland Bancorp Inc,227916768.0
ASRT,Assertio Holdings Inc,113816952.0
ULBI,Ultralife Corp,77187360.0
UNAM,Unico American Corp,14482268.0
BCML,BayCom Corp,237752368.0
ZTR,Virtus Total Return Fund,430868928.0
STRR,Star Equity Holdings Inc,7675403.0
SGU,Star Group Units,393445056.0
VIRC,Virco Mfg Corp,49272120.0
AEMD,Aethlon Medical Inc,21556220.0
SLNG,Stabilis Solutions Inc,70057552.0
BPRN,Bank Of Princeton,200041536.0
SIOX,Sio Gene Therapies Inc,49016964.0
ACOR,Acorda Therapeutics Inc,21284180.0
SMID,Smith-Midland Corp,119696440.0
TFFP,TFF Pharmaceuticals Inc,145887856.0
BRCC,BRC Inc Class A,
TESS,TESSCO Technologies Inc,50931196.0
SYF,Synchrony Financial,22951606272.0
BTN,Ballantyne Strong Inc,54870752.0
VWE,Vintage Wine Estates Inc,501831296.0
SSBI,Summit State Bank,109964304.0
SSY,SunLink Health Systems Inc,9735810.0
KEQU,Kewaunee Scientific Corp,39699848.0
FNCB,FNCB Bancorp Inc,186267648.0
KARO,Karooooo Ltd,978983296.0
PIK,Kidpik Corp,31690172.0
MRAM,Everspin Technologies Inc,198240912.0
KINS,Kingstone Companies Inc,55245936.0
EVOL,Evolving Systems Inc,21204956.0
EVLV,Evolv Technologies Holdings Inc Class A,536264000.0
JRSH,Jerash Holdings (US) Inc,80172952.0
GSM,Ferroglobe PLC,1405271296.0
JAKK,JAKKS Pacific Inc,119459496.0
EKSO,Ekso Bionics Holdings Inc,32292434.0
LIVE,Live Ventures Inc,53039704.0
LWAY,Lifeway Foods Inc,77946248.0
LPTH,LightPath Technologies Inc Class A,62627240.0
LMB,Limbach Holdings Inc,77384544.0
ESBK,Elmira Savings Bank,80467712.0
EEIQ,Elite Education Group International Ltd,29253004.0
EBMT,Eagle Bancorp Montana Inc,151320416.0
LYRA,Lyra Therapeutics Inc,57350284.0
LCNB,LCNB Corp,281322336.0
LNSR,LENSAR Inc,64425396.0
LFAC,LF Capital Acquisition II Corp Class A,
LGL,LGL Group Inc,55221084.0
EB,Eventbrite Inc Class A,1427988224.0
EVBN,Evans Bancorp Inc,224959648.0
ESP,Espey MFG and Electronics Corp,33180004.0
LARK,Landmark Bancorp Inc,136492096.0
EPSN,Epsilon Energy Ltd,132759744.0
FFNW,First Financial Northwest Inc,157840816.0
GEOS,Geospace Technologies Corp,65168132.0
GOVX,GeoVax Labs Inc,12635449.0
GNE,Genie Energy Ltd Class B,158835024.0
HNNA,Hennessy Advisors Inc,75303960.0
HE,Hawaiian Electric Industries Inc,4510171648.0
GET,Getnet Adquirencia e Servicos para Meios de Pagamento SA ADR,1185368448.0
HIL,Hill International Inc,108254784.0
GIFI,Gulf Island Fabrication Inc,60341372.0
GHG,GreenTree Hospitality Group Ltd ADR Class A,566774976.0
HALL,Hallmark Financial Services Inc,73235176.0
GTIM,Good Times Restaurants Inc,54422300.0
HMNF,HMN Financial Inc,114956392.0
HSBC,HSBC Holdings PLC ADR,152951635968.0
FORTY,Formula Systems 1985 Ltd ADR,1677468288.0
INOD,Innodata Inc,143098944.0
ISSC,Innovative Solutions and Support Inc,122794368.0
INSE,Inspired Entertainment Inc,367320480.0
FCUV,Focus Universal Inc,451198688.0
ICD,Independence Contract Drilling Inc,35478916.0
IMTE,Integrated Media Technology Ltd,58588760.0
MYFW,First Western Financial Inc,307344512.0
FUSB,First US Bancshares Inc,67777616.0
FSFG,First Savings Financial Group Inc,187634448.0
FNWB,First Northwest Bancorp,219872384.0
ISDR,Issuer Direct Corp,98225848.0
FXNC,First National Corp,135462912.0
FGBI,First Guaranty Bancshares Inc,223308944.0
ISTR,Investar Holding Corp,206870000.0
LINK,Interlink Electronics Inc,65364748.0
FSI,Flexible Solutions International Inc,41912480.0
BDL,Flanigan's Enterprises Inc,54830176.0
HOUR,Hour Loop Inc,
FRD,Friedman Industries Inc,66362236.0
IRIX,IRIDEX Corp,77107304.0
ICCC,ImmuCell Corp,62709068.0
PHX,PHX Minerals Inc Class A,77481376.0
OXBR,Oxbridge Re Holdings Ltd,32108104.0
PFIN,P&F Industries Inc Class A,18896862.0
IMOS,ChipMOS Technologies Inc ADR,1201764096.0
PCTI,PCTEL Inc,90467424.0
SNP,China Petroleum & Chemical Corp ADR,78964015104.0
COHN,Cohen & Company Inc,25707730.0
OBE,Obsidian Energy Ltd,
OBCI,Ocean Bio-Chem Inc,85277336.0
JVA,Coffee Holding Co Inc,24033206.0
CODA,Coda Octopus Group Inc,71114664.0
CBD,Companhia Brasileira de Distribuicao ADR,1117383296.0
TCFC,Community Financial Corp(Maryland),229637376.0
ORGS,Orgenesis Inc,70883880.0
ORGN,Origin Materials Inc Class A,752889152.0
ORN,Orion Group Holdings Inc,94109680.0
CZWI,Citizens Community Bancorp Inc,167723328.0
CLAS,Class Acceleration Corp Class A,315028608.0
OPNT,Opiant Pharmaceuticals Inc,131270984.0
OCC,Optical Cable Corp,36526820.0
OPHC,OptimumBank Holdings Inc,20389360.0
CIZN,Citizens Holding Co,100491944.0
IPDN,Professional Diversity Network Inc,16549319.0
TARA,Protara Therapeutics Inc,59212140.0
CARV,Carver Bancorp Inc,29471684.0
PROV,Provident Financial Holdings Inc,125356264.0
CUK,Carnival PLC ADR,23228704768.0
PBPB,Potbelly Corp,159854448.0
PBIP,Prudential Bancorp Inc,110869200.0
CPHC,Canterbury Park Holding Corp,99378296.0
CAJ,Canon Inc ADR,25623134208.0
RFIL,RF Industries Ltd,71416056.0
QUMU,Qumu Corp,35564000.0
QRHC,Quest Resource Holding Corp,134858176.0
PMD,Psychemedics Corp,39183568.0
CGRN,Capstone Green Energy Corp,52232728.0
PDLB,Ponce Financial Group Inc,178465840.0
PWOD,Penns Woods Bancorp Inc,170021952.0
PEBK,Peoples Bancorp of North Carolina Inc,159203360.0
CXDC,China XD Plastics Company Ltd,2560921.0
PATI,Patriot Transportation Holding Inc,27359278.0
PLG,Platinum Group Metals Ltd,145897856.0
PESI,Perma-Fix Environmental Services Inc,74267736.0
PPIH,Perma-Pipe International Holdings Inc,70987048.0
PBR,Petroleo Brasileiro SA Petrobras ADR,91178958848.0
MSVB,Mid-Southern Bancorp Inc,44837672.0
MBCN,Middlefield Banc Corp,153141440.0
MXC,Mexco Energy Corp,23232286.0
DAIO,Data I/O Corp,40691164.0
MN,Manning & Napier Inc Class A,157326928.0
MGYR,Magyar Bancorp Inc,85670688.0
MNSBP,MainStreet Bancshares Depositary Shares Representing Pref Shs,
MLVF,Malvern Bancorp Inc,124015152.0
MNTX,Manitex International Inc,141939328.0
DXYN,Dixie Group Inc Class A,65560040.0
MHH,Mastech Digital Inc,214348112.0
MOTS,Motus GI Holdings Inc,21251712.0
NICK,Nicholas Financial Inc,87932000.0
NOA,North American Construction Group Ltd,426604512.0
NTIC,Northern Technologies International Corp,118080264.0
CWCO,Consolidated Water Co Ltd,148152208.0
CNFR,Conifer Holdings Inc,21065970.0
CNCE,Concert Pharmaceuticals Inc,107098776.0
CTG,Computer Task Group Inc,127344416.0
NSYS,Nortech Systems Inc,26875846.0
CMT,Core Molding Technologies Inc,67495392.0
NOAH,Noah Holdings Ltd ADR Class A,1813723520.0
NE,Noble Corp (Cayman Island),1528959360.0
NMR,Nomura Holdings Inc ADR,14386752512.0
NWG,Natwest Group PLC ADR,38266978304.0
CEQP,Crestwood Equity Partners Units,1761730944.0
NAII,Natural Alternatives International Inc,77144768.0
NHTC,Natural Health Trends Corp,90009304.0
CRWS,Crown Crafts Inc,70140096.0
NTWK,NetSol Technologies Inc,44865556.0
NBSE,NeuBase Therapeutics Inc,45161740.0
NGS,Natural Gas Services Group Inc,148119632.0
NTP,Nam Tai Property Inc,350181376.0
NKSH,National Bankshares Inc,224638352.0
CYCCP,Cyclacel Pharmaceuticals 6 Conv Pref Shs,11884188.0
CYAN,Cyanotech Corp,16414551.0
NSEC,National Security Group Inc,40344796.0
EGLX,Enthusiast Gaming Holdings Inc,438158784.0
AGS,PlayAGS Inc,290998176.0
