Symbol,Name,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_20,Cluster_21,Cluster_22,Cluster_23,Cluster_24,Cluster_25,Cluster_26,Cluster_27,Cluster_28,Cluster_29,Cluster_30,Cluster_31,Cluster_32,Cluster_33,Cluster_34,Cluster_35,Cluster_36,Cluster_37,Cluster_38,Cluster_39,Cluster_40,Cluster_41,Cluster_42,Cluster_43,Cluster_44
JBSS,John B Sanfilippo & Son Inc,0,2,4,4,4,6,2,6,6,6,6,6,6,6,6,6,17,17,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
LMAT,LeMaitre Vascular Inc,0,3,3,3,3,4,8,8,8,8,4,4,4,14,4,17,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,35,35,7,7,7,35,35,35,35
TRVG,Trivago NV ADR,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26
RVNC,Revance Therapeutics Inc,1,1,1,1,1,1,1,1,2,2,2,13,13,13,0,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,34,34,34,18,18,18,18,18,18,18
NESR,National Energy Services Reunited Corp,2,3,3,0,0,0,0,0,0,0,0,13,14,13,0,0,18,18,18,18,18,18,18,18,18,18,11,18,18,11,11,11,18,18,18,37,37,37,37,37,37,37
XENT,Intersect Ent Inc,2,0,0,0,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,9,9,9,9,9,9,9,9,9,9,17,17,9,9,9,9,38,38,38,38,9,38
MGIC,Magic Software Enterprises Ltd,0,2,4,3,3,4,8,8,8,8,8,8,4,4,4,4,8,8,5,21,21,21,5,21,21,21,21,21,21,5,5,5,21,5,21,21,21,21,21,21,21,21
PEBO,Peoples Bancorp Inc,2,0,2,2,6,0,0,0,0,3,3,0,0,0,16,16,16,16,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
HFWA,Heritage Financial Corp,2,0,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
CERS,Cerus Corp,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,17,17,9,19,19,19,19,19,19,19,19,19,19,19,19,19,15,15,15,15,15,15,15,15,15,15,43
RETA,Reata Pharmaceuticals Inc Class A,0,2,4,4,4,6,6,6,6,6,6,6,6,6,6,6,17,6,8,8,8,8,8,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2,25,25
FNKO,Funko Inc Class A,2,0,2,2,2,6,6,9,9,9,9,9,9,9,9,17,0,9,12,12,12,12,12,8,8,27,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
BZUN,Baozun Inc ADR,2,0,2,2,2,6,6,7,9,7,7,7,7,7,7,9,9,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,41,41,19
QCRH,QCR Holdings Inc,2,3,3,0,0,0,0,0,0,0,0,0,0,0,16,16,16,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
AUDC,AudioCodes Ltd,0,2,4,4,4,2,2,6,6,6,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,2,2,2,2,2,2,2,2,2,2,33,33,33,2,2,2,2
GLDD,Great Lakes Dredge & Dock Corp,0,2,4,4,4,2,2,8,6,6,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,2,21,21,21,21,21,21,2,21,21,21,21,21,21,21,21,21
HBNC,Horizon Bancorp Inc,2,0,2,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
SCVL,Shoe Carnival Inc,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
LIND,Lindblad Expeditions Holdings Inc,2,2,2,2,2,6,6,9,9,9,9,9,9,9,9,17,0,17,12,12,12,12,12,8,8,27,8,8,12,12,12,12,12,8,8,8,12,8,8,27,27,27
HRTX,Heron Therapeutics Inc,2,0,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ACB,Aurora Cannabis Inc,2,0,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
EBIX,Ebix Inc,1,0,0,5,6,7,7,7,7,10,10,10,10,15,10,7,7,10,9,9,22,22,22,22,26,26,26,26,9,9,22,22,22,22,22,22,22,22,22,22,22,22
BCOR,Blucora Inc,2,0,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,9,9,9,9,9,9,9,9,9,17,9,9,9,9,9,9,9,9,9,9,9,9
IESC,IES Holdings Inc,0,2,4,4,4,2,8,8,8,8,8,8,8,8,4,8,8,4,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,35,35,35,36,36,36,15
AMWD,American Woodmark Corp,2,0,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,22,22,22,22,26,26,26,22,22,22,22,22,34,34,34,34,34,34,34,34,34,34
UVSP,Univest Financial Corp,2,0,0,0,0,0,0,0,0,5,5,5,0,0,16,16,16,16,0,0,0,6,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0
HOLI,Hollysys Automation Technologies Ltd,1,1,0,5,6,7,7,7,7,10,10,10,10,15,10,7,7,10,13,13,9,9,9,9,9,9,9,9,9,9,13,13,22,22,22,22,22,22,22,22,22,22
ABTX,Allegiance Bancshares Inc,2,0,2,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
JOUT,Johnson Outdoors Inc Class A,0,2,4,4,4,2,2,8,6,6,8,8,8,8,8,17,8,17,7,7,7,7,7,2,2,8,2,21,21,21,8,15,15,35,35,15,15,15,15,15,15,35
AINV,Apollo Investment Corp,1,1,0,5,5,3,3,3,3,10,10,10,5,10,15,10,10,3,13,13,13,13,17,17,17,17,17,17,4,4,4,4,4,4,4,13,13,13,4,4,4,4
KURA,Kura Oncology Inc,0,2,4,4,4,2,2,6,6,6,6,6,2,2,2,6,6,2,15,15,15,15,15,15,15,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,43
AMRK,A-Mark Precious Metals Inc,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
HIVE,HIVE Blockchain Technologies Ltd,0,3,3,3,3,4,8,4,8,8,4,4,14,14,0,4,4,0,7,7,7,7,7,7,7,7,11,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11
PAHC,Phibro Animal Health Corp Class A,1,0,0,5,6,7,7,7,7,7,7,7,10,15,10,7,7,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,38,38,9
HWKN,Hawkins Inc,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
SWBI,Smith & Wesson Brands Inc,0,3,3,3,3,4,4,2,2,2,2,2,2,2,2,2,2,18,20,20,20,16,16,16,16,20,11,16,16,11,11,11,11,11,16,36,36,29,29,29,5,36
SGMO,Sangamo Therapeutics Inc,2,0,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
PTSI,PAM Transportation Services Inc,0,3,3,3,3,4,8,8,8,8,4,4,4,4,14,14,0,14,12,12,12,12,12,12,12,12,28,28,12,12,12,28,28,28,28,28,28,28,28,28,28,28
HSII,Heidrick & Struggles International Inc,0,3,3,3,3,4,8,9,0,0,9,9,9,14,9,17,0,0,12,12,12,12,12,12,12,12,28,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
CEVA,CEVA Inc,0,3,3,3,3,4,4,2,2,2,2,2,2,2,2,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
ANGO,AngioDynamics Inc,2,3,3,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,0,0,0,0,0,11,0,11,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
STRL,Sterling Construction Company Inc,0,2,3,3,3,4,8,8,8,8,4,4,4,14,4,4,0,0,7,7,7,7,7,7,12,12,28,28,28,28,28,28,28,35,35,28,28,28,35,35,35,35
MERC,Mercer International Inc,2,0,2,2,6,7,7,7,7,7,3,7,7,7,16,16,16,16,6,6,6,6,6,6,6,9,9,6,17,17,17,17,17,17,17,17,38,38,38,38,38,6
CLAR,Clarus Corp,0,2,4,3,3,4,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,5,5,21,21,21,21,28,28,28,28,28,28,28,21,21,21,21,21,28,21,21
COWN,Cowen Inc Class A,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,11,5,5,5,5,5,11,11,5,5,5,5,5,5,5,5
ANAB,AnaptysBio Inc,2,0,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
WETF,Wisdom Tree Investments Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
TCX,Tucows Inc,0,2,4,4,2,6,6,9,9,9,9,9,9,9,9,17,0,17,7,7,7,7,7,7,7,8,8,8,8,8,8,15,15,8,35,15,15,15,35,15,15,35
CCRN,Cross Country Healthcare Inc,0,3,3,3,0,4,4,4,0,0,4,4,14,14,14,14,14,14,11,11,11,11,11,11,11,11,12,11,11,31,31,31,31,31,31,31,31,31,31,31,29,29
CPRX,Catalyst Pharmaceuticals Inc,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,17,17,17,12,2,2,2,2,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
DMLP,Dorchester Minerals Units,2,0,2,2,6,3,3,3,3,3,3,3,3,3,16,3,3,3,6,6,6,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,39,39,39,39,39
HAFC,Hanmi Financial Corp,1,1,0,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,4,4,4,4,4,4,17,17,17,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4
GSBC,Great Southern Bancorp Inc,2,0,2,2,2,0,0,9,0,3,3,0,0,0,16,16,16,16,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
GOOD,Gladstone Commercial Corp,2,3,2,0,0,0,0,9,0,0,9,0,0,0,16,16,16,16,10,10,10,23,23,23,23,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
SCSC,Scansource Inc,1,1,0,5,5,3,3,3,3,10,10,5,5,5,5,5,5,3,13,4,13,13,17,17,17,17,17,17,4,4,4,4,4,4,4,4,17,13,17,4,17,17
WW,WW International Inc,2,0,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
SLP,Simulations Plus Inc,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,6,2,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,33,33,33,33
CLFD,Clearfield Inc,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,31,31
TCPC,BlackRock TCP Capital Corp,1,1,0,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,17,17,17,17,17,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4
NOTV,Inotiv Inc,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
BJRI,BJ's Restaurants Inc,2,0,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,9,19,19,9,9,9,9,9,9,9,9,17,19,17,17,17,17,17,17,38,38,38,38,38,38
OPRX,OPTIMIZERx Corp,0,2,4,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
PLL,Piedmont Lithium Inc,0,3,3,3,3,4,8,4,2,2,4,4,4,4,4,4,4,4,11,5,5,5,5,5,5,5,11,5,5,11,11,11,11,11,5,5,5,5,5,5,5,5
VRAY,ViewRay Inc,2,0,0,5,6,7,7,7,7,7,7,7,7,7,10,7,7,7,6,6,9,9,9,9,9,9,9,9,17,17,17,17,17,17,17,17,38,38,38,38,38,38
MGI,MoneyGram International Inc,1,1,1,0,5,5,5,5,5,5,11,11,11,11,11,11,11,11,3,3,3,4,4,4,4,4,4,4,30,30,30,30,30,30,30,30,30,30,30,30,30,30
NTUS,Natus Medical Inc,1,1,1,5,5,5,5,5,10,10,10,10,10,10,15,10,10,15,13,13,13,13,13,13,13,13,13,13,13,13,32,32,13,13,13,13,13,13,13,13,13,13
TILE,Interface Inc,1,1,0,5,5,5,5,5,10,10,10,5,5,15,5,5,15,15,13,13,13,13,17,17,17,17,17,17,4,4,13,13,22,22,22,22,22,17,17,22,22,22
CTBI,Community Trust Bancorp Inc,2,0,0,0,6,3,0,0,3,3,3,5,0,0,16,16,16,16,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
ACRS,Aclaris Therapeutics Inc,1,1,1,0,5,5,5,5,5,5,5,13,13,13,11,11,5,5,4,4,4,4,4,4,4,4,4,4,30,30,30,30,30,30,30,30,30,30,30,30,30,30
RUTH,Ruth's Hospitality Group Inc,2,0,2,2,6,7,7,3,3,3,3,3,0,0,16,16,16,16,6,6,6,6,6,6,6,6,6,6,17,17,17,17,17,17,17,17,6,6,6,6,6,6
QURE,Uniqure NV,0,2,2,2,2,6,6,6,9,9,6,6,6,6,6,9,9,6,8,8,8,8,8,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,41,41,41
HIFS,Hingham Institution For Savings,0,3,3,3,3,4,8,8,8,8,4,4,4,14,14,4,4,14,11,5,5,5,5,12,12,12,5,28,28,7,7,28,28,28,28,11,11,11,11,11,11,11
INDT,Indus Realty Trust Inc,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
KPTI,Karyopharm Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
NWLI,National Western Life Group Inc Class A,1,0,0,5,6,3,3,3,3,10,10,10,10,15,10,10,15,10,13,13,22,22,22,22,26,26,26,26,26,26,22,22,22,22,22,22,17,17,17,17,17,17
CSII,Cardiovascular Systems Inc,0,2,2,2,2,6,6,6,9,9,6,6,6,6,6,9,9,6,8,8,8,8,8,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,41,41,41
JYNT,Joint Corp,0,2,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
SLRC,SLR Investment Corp,2,0,0,5,6,3,3,3,3,3,3,5,5,5,5,3,3,3,17,17,17,17,17,17,17,17,17,17,24,24,4,4,4,4,4,4,17,17,17,17,17,17
HONE,HarborOne Bancorp Inc,0,3,3,3,3,4,8,4,8,0,4,4,14,14,14,14,14,14,11,11,11,11,11,11,11,11,7,11,11,31,7,7,7,7,11,11,11,11,11,11,11,11
WINA,Winmark Corp,0,2,4,4,4,6,8,8,8,8,8,8,8,8,9,17,17,17,12,2,2,2,2,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
NFBK,Northfield Bancorp Inc,2,0,0,0,0,3,3,0,5,3,5,5,5,5,5,5,5,5,4,4,4,4,17,17,17,17,17,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FBMS,First Bancshares Inc (Mississippi),2,0,2,2,2,0,0,9,0,0,0,0,0,0,16,16,0,16,0,0,0,12,12,6,6,6,6,12,12,6,6,12,6,12,7,7,7,7,7,7,7,7
OSW,Onespaworld Holdings Ltd,2,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,19,17,17,17,23,23,23,23,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
NTGR,NETGEAR Inc,2,0,2,2,2,0,0,7,7,7,7,7,7,7,7,0,18,9,19,19,19,18,18,19,19,18,18,18,18,18,18,15,15,15,15,15,34,34,15,19,19,38
CVGW,Calavo Growers Inc,2,0,2,2,6,7,7,7,7,7,7,7,7,7,7,9,9,19,9,9,9,9,24,9,9,9,9,9,19,19,9,9,9,9,9,9,9,9,9,9,9,9
BLU,BELLUS Health Inc,0,2,4,4,2,6,6,6,9,9,6,6,6,6,6,6,17,6,8,8,8,8,8,25,25,25,2,2,2,2,2,2,25,2,2,2,2,2,2,2,2,2
OCGN,Ocugen Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
ZEAL,Zealand Pharma A/S ADR,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,33,33,33,33
MCRB,Seres Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,36,36,1,40,40,40,40
HSTM,HealthStream Inc,2,0,2,2,6,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,23,23,23,23,6,23,23,23,23,23,23,17,23,12,12,24,12,24,24,24,24
HIBB,Hibbett Inc,0,3,3,3,3,4,8,4,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,11,5,5,11,11,5,11,11,5,5,5,5,5,5,5,5
VNDA,Vanda Pharmaceuticals Inc,2,0,2,2,6,7,7,7,7,7,7,7,7,7,7,16,16,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,38,38,38,19,19,19
SNDX,Syndax Pharmaceuticals Inc,0,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,36,16,16,36,16,16,16,36
ENDP,Endo International PLC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CGBD,TCG BDC Inc,1,1,0,5,5,5,5,5,10,10,10,5,5,5,5,5,5,15,4,4,13,13,17,17,17,17,17,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FMBH,First Mid Bancshares Inc,2,3,3,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,6,7,12,7,6,6,6,7,7,7,7,7,7,7,7,7,7
SRRA,Sierra Oncology Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CBTX,CBTX Inc,2,0,0,0,6,3,3,3,3,3,3,5,5,5,5,3,3,3,6,6,6,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
HTBK,Heritage Commerce Corp,2,0,0,5,6,3,3,3,3,3,3,5,5,5,5,5,7,3,6,6,6,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
SOHU,Sohu.com Ltd ADR,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26,26,26
LWLG,Lightwave Logic Inc,0,3,3,3,3,4,8,4,8,8,4,4,4,4,14,14,4,14,11,5,5,5,11,11,11,5,5,11,5,31,31,31,31,31,31,31,31,31,31,31,31,31
CAC,Camden National Corp,2,0,2,2,0,0,0,9,0,0,0,0,0,0,16,16,16,16,0,0,0,0,6,6,6,6,6,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6
NSSC,NAPCO Security Technologies Inc,0,2,4,4,4,2,8,8,6,8,8,8,8,8,8,8,8,8,2,2,2,2,2,12,12,2,28,28,28,28,28,28,28,28,21,21,21,21,21,21,21,28
METC,Ramaco Resources Inc,1,1,1,1,1,1,1,1,5,1,1,13,13,13,13,13,13,13,20,20,20,20,20,20,20,23,12,29,29,29,29,29,29,29,29,29,29,39,39,39,39,42
FFIC,Flushing Financial Corp,2,0,0,0,5,3,3,0,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,17,17,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4
PRDO,Perdoceo Education Corp,2,0,2,2,2,6,6,9,9,9,9,9,9,9,7,9,9,19,8,8,8,8,8,8,8,19,27,19,19,27,19,19,19,19,19,19,19,19,19,41,41,41
EGLE,Eagle Bulk Shipping Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GRPN,Groupon Inc,1,1,1,5,5,5,5,5,10,10,10,10,10,10,15,10,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
DGII,Digi International Inc,0,2,4,3,3,4,8,8,8,8,8,8,4,4,4,4,4,4,5,5,5,5,5,5,5,21,5,5,28,5,5,5,5,5,5,5,28,5,5,28,28,5
DHC,Diversified Healthcare Trust,1,1,1,5,5,5,5,5,10,10,10,10,10,10,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,26,26,13,13,13,13,13,13,13,13,13,13
GEVO,Gevo Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INGN,Inogen Inc,2,0,0,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,38,38,9
INO,Inovio Pharmaceuticals Inc,0,2,4,4,4,2,2,2,2,6,6,6,6,6,6,6,6,6,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,36,36,36,33,33,33,36
BOOM,DMC Global Inc,0,2,2,2,2,6,6,9,9,9,9,9,9,9,9,17,17,17,19,19,19,19,19,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,15,15,43
AMSWA,American Software Inc Class A,0,2,4,4,3,4,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,21,21,21,21,21,21,21,28,28,28,21,21,21,21,21,21,21,21,21,21,21
CNSL,Consolidated Communications Holdings Inc,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
LX,Lexinfintech Holdings Ltd ADR,1,1,1,5,5,5,5,5,10,10,10,10,10,15,15,10,15,10,13,13,22,22,22,22,22,22,22,22,22,22,32,32,32,32,32,32,32,32,32,32,32,32
MITK,Mitek Systems Inc,0,2,4,4,3,2,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,35,35,35,35,35,35,35,35,35
TITN,Titan Machinery Inc,0,3,3,3,3,4,8,4,8,0,4,4,14,14,14,14,14,14,11,11,11,11,11,11,11,11,7,11,11,7,7,7,7,7,11,11,11,11,11,11,11,11
PGC,Peapack-Gladstone Financial Corp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,6,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6
DSKE,Daseke Inc,1,1,1,0,5,5,5,5,5,5,5,13,13,13,11,5,5,5,4,4,4,4,4,4,4,4,4,4,30,30,30,30,30,30,30,30,30,30,30,30,30,30
TWOU,2U Inc,2,0,0,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
CCD,Calamos Dynamic Convertible And Income Closed Fund,0,2,3,3,3,4,8,2,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,11,5,5,5,5,5,11,11,5,35,35,35,5,5,5,5
HCCI,Heritage-Crystal Clean Inc,0,2,2,2,2,6,6,9,9,9,9,9,9,9,9,17,0,17,12,12,12,12,12,8,8,12,8,8,12,12,12,12,12,8,8,8,8,8,8,8,8,8
TBPH,Theravance Biopharma Inc,1,1,1,5,5,5,5,5,10,10,10,10,10,15,15,15,15,15,13,13,22,22,22,22,22,22,22,22,22,22,26,26,32,32,32,32,26,32,26,26,26,26
KDNY,Chinook Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1
LGO,Largo Inc,2,0,2,2,2,6,6,9,9,9,9,9,7,7,7,9,9,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
CRAI,CRA International Inc,0,3,3,3,3,4,8,8,8,8,4,4,4,14,4,4,4,4,5,5,7,5,5,12,12,12,28,28,28,28,7,28,28,28,11,11,11,11,11,11,11,11
CONN,Conn's Inc,2,0,0,0,6,7,7,7,7,7,7,7,7,7,16,7,7,7,6,6,6,9,9,9,9,9,9,9,17,17,17,17,17,17,17,17,38,38,38,38,38,38
CUTR,Cutera Inc,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
USLM,United States Lime & Minerals Inc,0,2,4,3,3,4,8,8,8,8,8,8,4,8,4,4,4,4,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,35,35,35,35,35,35,35,35,35
ARCT,Arcturus Therapeutics Holdings Inc,0,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,6,2,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,36,36,36,33,33,33,36
ANIP,ANI Pharmaceuticals Inc,1,0,0,5,6,3,3,3,3,3,3,3,3,3,10,3,3,3,17,17,17,17,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
MSBI,Midland States Bancorp Inc,1,0,0,5,6,3,3,3,3,3,5,5,5,5,5,5,5,5,4,4,4,4,17,17,17,17,17,17,4,4,4,4,4,4,4,4,17,17,17,17,4,4
FOSL,Fossil Group Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
